id,protein_id,tissue,gender,tpm,tpm_rank,tpm_rank_bysex,tpm_level,tpm_level_bysex,tpm_f,tpm_m,log2foldchange,tau,tau_bysex,uberon_id
291914,1273,Pancreas,F,25.62,0.092,0.078,Low,Low,25.62,21.575,0.238,0.747,0.748,UBERON:0001264
291916,1273,Pituitary,F,97.92,0.786,0.784,High,High,97.92,99.72,-0.026,0.747,0.748,UBERON:0000007
291918,1273,Prostate,M,103.7,0.827,0.851,High,High,,,,0.747,0.735,UBERON:0002367
291919,1273,Skin - Not Sun Exposed (Suprapubic),F,31.5,0.245,0.235,Low,Low,31.5,29.92,0.072,0.747,0.748,UBERON:0002097
291921,1273,Skin - Sun Exposed (Lower leg),F,30.76,0.224,0.216,Low,Low,30.76,30.73,0.001,0.747,0.748,UBERON:002097
291923,1273,Small Intestine - Terminal Ileum,F,29.64,0.163,0.196,Low,Low,29.64,31.47,-0.084,0.747,0.748,UBERON:0002116
291925,1273,Spleen,F,43.995,0.49,0.471,Medium,Medium,43.995,49.41,-0.164,0.747,0.748,UBERON:0002106
291927,1273,Stomach,F,33.935,0.327,0.314,Medium,Medium,33.935,36.435,-0.1,0.747,0.748,UBERON:0000945
291929,1273,Testis,M,55.86,0.571,0.596,Medium,Medium,,,,0.747,0.735,UBERON:0000473
291930,1273,Thyroid,F,68.98,0.633,0.627,Medium,Medium,68.98,70.67,-0.034,0.747,0.748,UBERON:0002046
291932,1273,Uterus,F,159.9,0.888,0.902,High,High,,,,0.747,0.748,UBERON:0000995
291933,1273,Vagina,F,65.06,0.622,0.608,Medium,Medium,,,,0.747,0.748,UBERON:0000996
291934,1273,Whole Blood,F,4.579,0.01,0.02,Low,Low,4.579,5.367,-0.191,0.747,0.748,UBERON:0000178
314079,1881,Adipose - Subcutaneous,F,48.18,0.653,0.627,Medium,Medium,48.18,47.9,0.008,0.584,0.583,UBERON:0002190
314081,1881,Adipose - Visceral (Omentum),F,43.56,0.571,0.549,Medium,Medium,43.56,46.98,-0.107,0.584,0.583,UBERON:0014454
314083,1881,Adrenal Gland,F,28.22,0.276,0.235,Medium,Low,28.22,27.43,0.04,0.584,0.583,UBERON:0002369
314085,1881,Artery - Aorta,F,89.57,0.959,0.961,High,High,89.57,87.59,0.032,0.584,0.583,UBERON:0000947
314087,1881,Artery - Coronary,F,77.17,0.929,0.941,High,High,77.17,73.17,0.076,0.584,0.583,UBERON:0001621
314089,1881,Artery - Tibial,F,101.7,0.98,0.98,High,High,101.7,98.265,0.049,0.584,0.583,UBERON:0007610
314093,1881,Brain - Amygdala,F,24.32,0.133,0.137,Low,Low,24.32,25.275,-0.053,0.584,0.583,UBERON:0001876
314095,1881,Brain - Anterior cingulate cortex (BA24),F,30.45,0.286,0.255,Medium,Medium,30.45,27.69,0.133,0.584,0.583,UBERON:0009835
314097,1881,Brain - Caudate (basal ganglia),F,22.7,0.092,0.098,Low,Low,22.7,24.145,-0.085,0.584,0.583,UBERON:0002420
314099,1881,Brain - Cerebellar Hemisphere,F,56.07,0.704,0.706,Medium,Medium,56.07,60.365,-0.105,0.584,0.583,UBERON:0002245
314101,1881,Brain - Cerebellum,F,39.065,0.449,0.451,Medium,Medium,39.065,42.345,-0.114,0.584,0.583,UBERON:0002037
314103,1881,Brain - Cortex,F,27.23,0.214,0.176,Low,Low,27.23,26.075,0.06,0.584,0.583,UBERON:0000956
314105,1881,Brain - Frontal Cortex (BA9),F,42.99,0.556,0.52,Medium,Medium,42.99,41.125,0.062,0.584,0.583,UBERON:0001870
314107,1881,Brain - Hippocampus,F,24.16,0.122,0.118,Low,Low,24.16,25.27,-0.062,0.584,0.583,UBERON:0022430
314109,1881,Brain - Hypothalamus,F,33.945,0.347,0.333,Medium,Medium,33.945,33.73,0.009,0.584,0.583,UBERON:0001898
314111,1881,Brain - Nucleus accumbens (basal ganglia),F,31.02,0.296,0.275,Medium,Medium,31.02,27.39,0.174,0.584,0.583,UBERON:0001882
314113,1881,Brain - Putamen (basal ganglia),F,18.025,0.051,0.059,Low,Low,18.025,21.12,-0.217,0.584,0.583,UBERON:0001874
314115,1881,Brain - Spinal cord (cervical c-1),F,38.415,0.429,0.431,Medium,Medium,38.415,47.51,-0.3,0.584,0.583,UBERON:0006469
314117,1881,Brain - Substantia nigra,F,28.07,0.265,0.216,Medium,Low,28.07,26.305,0.09,0.584,0.583,UBERON:0002038
314119,1881,Breast - Mammary Tissue,F,49.73,0.673,0.667,Medium,Medium,49.73,47.53,0.064,0.584,0.583,UBERON:0001911
314127,1881,Colon - Sigmoid,F,71.85,0.898,0.902,High,High,71.85,77.87,-0.115,0.584,0.583,UBERON:0001159
314129,1881,Colon - Transverse,F,31.075,0.306,0.294,Medium,Medium,31.075,31.185,-0.005,0.584,0.583,UBERON:0001157
314131,1881,Esophagus - Gastroesophageal Junction,F,66.37,0.847,0.843,High,High,66.37,61.285,0.113,0.584,0.583,UBERON:0007650
314133,1881,Esophagus - Mucosa,F,58.34,0.755,0.784,High,High,58.34,57.86,0.012,0.584,0.583,UBERON:0002469
314135,1881,Esophagus - Muscularis,F,70.855,0.878,0.882,High,High,70.855,68.055,0.057,0.584,0.583,UBERON:0004648
314137,1881,Fallopian Tube,F,49.49,0.663,0.647,Medium,Medium,,,,0.584,0.583,UBERON:0003889
314138,1881,Heart - Atrial Appendage,F,42.13,0.51,0.471,Medium,Medium,42.13,41.945,0.006,0.584,0.583,UBERON:0006618
314140,1881,Heart - Left Ventricle,F,42.49,0.531,0.49,Medium,Medium,42.49,39.72,0.095,0.584,0.583,UBERON:0002084
314142,1881,Kidney - Cortex,F,33.29,0.327,0.314,Medium,Medium,33.29,23.33,0.495,0.584,0.583,UBERON:0001225
314144,1881,Liver,F,11.82,0.031,0.039,Low,Low,11.82,12.14,-0.036,0.584,0.583,UBERON:0002107
314146,1881,Lung,F,42.99,0.556,0.52,Medium,Medium,42.99,42.88,0.004,0.584,0.583,UBERON:0002048
314148,1881,Minor Salivary Gland,F,44.59,0.582,0.569,Medium,Medium,44.59,39.27,0.179,0.584,0.583,UBERON:0001830
314150,1881,Muscle - Skeletal,F,107.8,1,1,High,High,107.8,105.5,0.031,0.584,0.583,UBERON:0001134
314152,1881,Nerve - Tibial,F,60.44,0.786,0.804,High,High,60.44,58.85,0.038,0.584,0.583,UBERON:0001323
314154,1881,Ovary,F,47.37,0.602,0.588,Medium,Medium,,,,0.584,0.583,UBERON:0000992
314155,1881,Pancreas,F,10.37,0.02,0.02,Low,Low,10.37,10.145,0.029,0.584,0.583,UBERON:0001264
314157,1881,Pituitary,F,37.92,0.398,0.392,Medium,Medium,37.92,37.275,0.024,0.584,0.583,UBERON:0000007
314159,1881,Prostate,M,40.49,0.48,0.511,Medium,Medium,,,,0.584,0.588,UBERON:0002367
314160,1881,Skin - Not Sun Exposed (Suprapubic),F,67.02,0.857,0.863,High,High,67.02,64.27,0.06,0.584,0.583,UBERON:0002097
314162,1881,Skin - Sun Exposed (Lower leg),F,74.3,0.918,0.922,High,High,74.3,71.2,0.061,0.584,0.583,UBERON:002097
314164,1881,Small Intestine - Terminal Ileum,F,25.52,0.173,0.157,Low,Low,25.52,26.05,-0.029,0.584,0.583,UBERON:0002116
314166,1881,Spleen,F,38.155,0.418,0.412,Medium,Medium,38.155,38.55,-0.014,0.584,0.583,UBERON:0002106
314168,1881,Stomach,F,20.895,0.061,0.078,Low,Low,20.895,22.535,-0.104,0.584,0.583,UBERON:0000945
314170,1881,Testis,M,65.625,0.827,0.851,High,High,,,,0.584,0.588,UBERON:0000473
314171,1881,Thyroid,F,36.88,0.367,0.353,Medium,Medium,36.88,38.13,-0.047,0.584,0.583,UBERON:0002046
314173,1881,Uterus,F,66.31,0.837,0.824,High,High,,,,0.584,0.583,UBERON:0000995
314174,1881,Vagina,F,56.815,0.714,0.725,Medium,Medium,,,,0.584,0.583,UBERON:0000996
314175,1881,Whole Blood,F,27.35,0.224,0.196,Low,Low,27.35,25.515,0.097,0.584,0.583,UBERON:0000178
1647980,2647,Adipose - Subcutaneous,F,10.01,0.755,0.745,High,Medium,10.01,10.03,-0.003,0.837,0.838,UBERON:0002190
1647982,2647,Adipose - Visceral (Omentum),F,5.175,0.622,0.588,Medium,Medium,5.175,5.548,-0.085,0.837,0.838,UBERON:0014454
1647984,2647,Adrenal Gland,F,5.249,0.633,0.608,Medium,Medium,5.249,4.43,0.203,0.837,0.838,UBERON:0002369
1647986,2647,Artery - Aorta,F,25.91,0.949,0.941,High,High,25.91,25.49,0.023,0.837,0.838,UBERON:0000947
1647988,2647,Artery - Coronary,F,19.64,0.888,0.882,High,High,19.64,19.06,0.041,0.837,0.838,UBERON:0001621
1647990,2647,Artery - Tibial,F,28.59,0.969,0.98,High,High,28.59,29.2,-0.029,0.837,0.838,UBERON:0007610
1647994,2647,Brain - Amygdala,F,4.138,0.418,0.392,Medium,Medium,4.138,4.014,0.035,0.837,0.838,UBERON:0001876
1647996,2647,Brain - Anterior cingulate cortex (BA24),F,3.774,0.337,0.333,Medium,Medium,3.774,3.882,-0.032,0.837,0.838,UBERON:0009835
1647998,2647,Brain - Caudate (basal ganglia),F,4.211,0.439,0.431,Medium,Medium,4.211,4.115,0.027,0.837,0.838,UBERON:0002420
1648000,2647,Brain - Cerebellar Hemisphere,F,5.437,0.653,0.647,Medium,Medium,5.437,4.618,0.196,0.837,0.838,UBERON:0002245
1648002,2647,Brain - Cerebellum,F,4.955,0.561,0.51,Medium,Medium,4.955,4.305,0.167,0.837,0.838,UBERON:0002037
1648004,2647,Brain - Cortex,F,3.463,0.265,0.255,Medium,Medium,3.463,3.493,-0.01,0.837,0.838,UBERON:0000956
1648006,2647,Brain - Frontal Cortex (BA9),F,4.246,0.449,0.451,Medium,Medium,4.246,4.558,-0.083,0.837,0.838,UBERON:0001870
1648008,2647,Brain - Hippocampus,F,3.682,0.306,0.294,Medium,Medium,3.682,3.813,-0.04,0.837,0.838,UBERON:0022430
1648010,2647,Brain - Hypothalamus,F,2.9,0.163,0.157,Low,Low,2.9,3.504,-0.208,0.837,0.838,UBERON:0001898
1648012,2647,Brain - Nucleus accumbens (basal ganglia),F,3.396,0.255,0.235,Medium,Low,3.396,3.057,0.116,0.837,0.838,UBERON:0001882
1648014,2647,Brain - Putamen (basal ganglia),F,3.268,0.214,0.196,Low,Low,3.268,3.151,0.04,0.837,0.838,UBERON:0001874
1648016,2647,Brain - Spinal cord (cervical c-1),F,3.24,0.204,0.176,Low,Low,3.24,3.23,0.003,0.837,0.838,UBERON:0006469
1648018,2647,Brain - Substantia nigra,F,3.308,0.235,0.216,Low,Low,3.308,2.894,0.146,0.837,0.838,UBERON:0002038
1648020,2647,Breast - Mammary Tissue,F,9.683,0.745,0.725,Medium,Medium,9.683,6.669,0.478,0.837,0.838,UBERON:0001911
1648028,2647,Colon - Sigmoid,F,26.545,0.959,0.961,High,High,26.545,25.58,0.051,0.837,0.838,UBERON:0001159
1648030,2647,Colon - Transverse,F,3.734,0.327,0.314,Medium,Medium,3.734,3.3,0.139,0.837,0.838,UBERON:0001157
1648032,2647,Esophagus - Gastroesophageal Junction,F,17.59,0.857,0.863,High,High,17.59,15.175,0.201,0.837,0.838,UBERON:0007650
1648034,2647,Esophagus - Mucosa,F,1.81,0.092,0.078,Low,Low,1.81,1.433,0.208,0.837,0.838,UBERON:0002469
1648036,2647,Esophagus - Muscularis,F,20.87,0.898,0.902,High,High,20.87,18.165,0.19,0.837,0.838,UBERON:0004648
1648038,2647,Fallopian Tube,F,15.05,0.827,0.824,High,High,,,,0.837,0.838,UBERON:0003889
1648039,2647,Heart - Atrial Appendage,F,10.63,0.776,0.765,High,High,10.63,11.3,-0.081,0.837,0.838,UBERON:0006618
1648041,2647,Heart - Left Ventricle,F,12.46,0.796,0.784,High,High,12.46,8.349,0.526,0.837,0.838,UBERON:0002084
1648043,2647,Kidney - Cortex,F,2.276,0.122,0.118,Low,Low,2.276,1.26,0.536,0.837,0.838,UBERON:0001225
1648045,2647,Liver,F,5.26,0.643,0.627,Medium,Medium,5.26,4.302,0.24,0.837,0.838,UBERON:0002107
1648047,2647,Lung,F,3.894,0.367,0.353,Medium,Medium,3.894,3.704,0.057,0.837,0.838,UBERON:0002048
1648049,2647,Minor Salivary Gland,F,8.11,0.714,0.686,Medium,Medium,8.11,7.795,0.051,0.837,0.838,UBERON:0001830
1648051,2647,Muscle - Skeletal,F,25.07,0.918,0.922,High,High,25.07,23.475,0.091,0.837,0.838,UBERON:0001134
1648053,2647,Nerve - Tibial,F,48.34,1,1,High,High,48.34,41.04,0.231,0.837,0.838,UBERON:0001323
1648055,2647,Ovary,F,8.146,0.724,0.706,Medium,Medium,,,,0.837,0.838,UBERON:0000992
1648056,2647,Pancreas,F,5.516,0.663,0.667,Medium,Medium,5.516,5.103,0.094,0.837,0.838,UBERON:0001264
1648058,2647,Pituitary,F,2.442,0.143,0.137,Low,Low,2.442,2.374,0.029,0.837,0.838,UBERON:0000007
1648060,2647,Prostate,M,6.482,0.684,0.702,Medium,Medium,,,,0.837,0.824,UBERON:0002367
1648061,2647,Skin - Not Sun Exposed (Suprapubic),F,5.037,0.582,0.529,Medium,Medium,5.037,4.97,0.016,0.837,0.838,UBERON:0002097
1648063,2647,Skin - Sun Exposed (Lower leg),F,4.77,0.531,0.49,Medium,Medium,4.77,4.814,-0.011,0.837,0.838,UBERON:002097
1648065,2647,Small Intestine - Terminal Ileum,F,1.924,0.102,0.098,Low,Low,1.924,2.168,-0.116,0.837,0.838,UBERON:0002116
1648067,2647,Spleen,F,0.554,0.041,0.039,Low,Low,0.554,0.444,0.106,0.837,0.838,UBERON:0002106
1648069,2647,Stomach,F,3.947,0.378,0.373,Medium,Medium,3.947,4.103,-0.045,0.837,0.838,UBERON:0000945
1648071,2647,Testis,M,3.325,0.245,0.277,Low,Medium,,,,0.837,0.824,UBERON:0000473
1648072,2647,Thyroid,F,4.691,0.52,0.471,Medium,Medium,4.691,4.682,0.002,0.837,0.838,UBERON:0002046
1648074,2647,Uterus,F,16.11,0.847,0.843,High,High,,,,0.837,0.838,UBERON:0000995
1648075,2647,Vagina,F,3.502,0.286,0.275,Medium,Medium,,,,0.837,0.838,UBERON:0000996
1648076,2647,Whole Blood,F,0.042,0.02,0.02,Low,Low,0.042,0.037,0.007,0.837,0.838,UBERON:0000178
1317830,2724,Adipose - Subcutaneous,F,44.2,0.52,0.49,Medium,Medium,44.2,107.3,-1.261,0.895,0.905,UBERON:0002190
1317832,2724,Adipose - Visceral (Omentum),F,71.76,0.551,0.529,Medium,Medium,71.76,68.88,0.058,0.895,0.905,UBERON:0014454
1317834,2724,Adrenal Gland,F,12.93,0.418,0.392,Medium,Medium,12.93,12.15,0.083,0.895,0.905,UBERON:0002369
1317836,2724,Artery - Aorta,F,229.6,0.673,0.667,Medium,Medium,229.6,298.4,-0.377,0.895,0.905,UBERON:0000947
1317838,2724,Artery - Coronary,F,746.7,0.745,0.725,Medium,Medium,746.7,818.3,-0.132,0.895,0.905,UBERON:0001621
1317840,2724,Artery - Tibial,F,3048,0.827,0.843,High,High,3048,3316,-0.122,0.895,0.905,UBERON:0007610
1317844,2724,Brain - Amygdala,F,4.58,0.092,0.098,Low,Low,4.58,5.127,-0.135,0.895,0.905,UBERON:0001876
1317846,2724,Brain - Anterior cingulate cortex (BA24),F,4.63,0.102,0.118,Low,Low,4.63,3.772,0.239,0.895,0.905,UBERON:0009835
1317848,2724,Brain - Caudate (basal ganglia),F,4.553,0.082,0.078,Low,Low,4.553,4.48,0.019,0.895,0.905,UBERON:0002420
1317850,2724,Brain - Cerebellar Hemisphere,F,3.859,0.031,0.039,Low,Low,3.859,5.539,-0.428,0.895,0.905,UBERON:0002245
1317852,2724,Brain - Cerebellum,F,7.45,0.316,0.275,Medium,Medium,7.45,7.544,-0.016,0.895,0.905,UBERON:0002037
1317854,2724,Brain - Cortex,F,6.701,0.245,0.216,Low,Low,6.701,7.587,-0.157,0.895,0.905,UBERON:0000956
1317856,2724,Brain - Frontal Cortex (BA9),F,5.885,0.173,0.157,Low,Low,5.885,5.712,0.037,0.895,0.905,UBERON:0001870
1317858,2724,Brain - Hippocampus,F,5.444,0.143,0.137,Low,Low,5.444,4.547,0.216,0.895,0.905,UBERON:0022430
1317860,2724,Brain - Hypothalamus,F,9.346,0.378,0.353,Medium,Medium,9.346,5.438,0.684,0.895,0.905,UBERON:0001898
1317862,2724,Brain - Nucleus accumbens (basal ganglia),F,4.488,0.061,0.059,Low,Low,4.488,5.028,-0.135,0.895,0.905,UBERON:0001882
1317864,2724,Brain - Putamen (basal ganglia),F,3.732,0.01,0.02,Low,Low,3.732,4.47,-0.209,0.895,0.905,UBERON:0001874
1317866,2724,Brain - Spinal cord (cervical c-1),F,10.43,0.398,0.373,Medium,Medium,10.43,6.29,0.649,0.895,0.905,UBERON:0006469
1317868,2724,Brain - Substantia nigra,F,7.152,0.296,0.255,Medium,Medium,7.152,6.102,0.199,0.895,0.905,UBERON:0002038
1317870,2724,Breast - Mammary Tissue,F,18.835,0.429,0.412,Medium,Medium,18.835,29.41,-0.616,0.895,0.905,UBERON:0001911
1317878,2724,Colon - Sigmoid,F,11575,0.959,0.98,High,High,11575,12750,-0.139,0.895,0.905,UBERON:0001159
1317880,2724,Colon - Transverse,F,911.85,0.786,0.784,High,High,911.85,1333.5,-0.548,0.895,0.905,UBERON:0001157
1317882,2724,Esophagus - Gastroesophageal Junction,F,10970,0.939,0.941,High,High,10970,9694.5,0.178,0.895,0.905,UBERON:0007650
1317884,2724,Esophagus - Mucosa,F,774.1,0.755,0.745,High,Medium,774.1,619.6,0.321,0.895,0.905,UBERON:0002469
1317886,2724,Esophagus - Muscularis,F,14450,1,1,High,High,14450,13505,0.098,0.895,0.905,UBERON:0004648
1317888,2724,Fallopian Tube,F,2564,0.816,0.824,High,High,,,,0.895,0.905,UBERON:0003889
1317889,2724,Heart - Atrial Appendage,F,4701,0.878,0.902,High,High,4701,5019.5,-0.095,0.895,0.905,UBERON:0006618
1317891,2724,Heart - Left Ventricle,F,8775,0.918,0.922,High,High,8775,8603,0.029,0.895,0.905,UBERON:0002084
1317893,2724,Kidney - Cortex,F,33.93,0.5,0.451,Medium,Medium,33.93,9.566,1.725,0.895,0.905,UBERON:0001225
1317895,2724,Liver,F,6.599,0.224,0.196,Low,Low,6.599,6.689,-0.017,0.895,0.905,UBERON:0002107
1317897,2724,Lung,F,224.9,0.663,0.647,Medium,Medium,224.9,251.6,-0.161,0.895,0.905,UBERON:0002048
1317899,2724,Minor Salivary Gland,F,70.575,0.541,0.51,Medium,Medium,70.575,32.05,1.115,0.895,0.905,UBERON:0001830
1317901,2724,Muscle - Skeletal,F,11400,0.949,0.961,High,High,11400,11930,-0.066,0.895,0.905,UBERON:0001134
1317903,2724,Nerve - Tibial,F,30.235,0.449,0.431,Medium,Medium,30.235,32.09,-0.083,0.895,0.905,UBERON:0001323
1317905,2724,Ovary,F,152.3,0.622,0.608,Medium,Medium,,,,0.895,0.905,UBERON:0000992
1317906,2724,Pancreas,F,6.556,0.214,0.176,Low,Low,6.556,6.384,0.033,0.895,0.905,UBERON:0001264
1317908,2724,Pituitary,F,8.899,0.367,0.333,Medium,Medium,8.899,6.844,0.336,0.895,0.905,UBERON:0000007
1317910,2724,Prostate,M,3310,0.837,0.83,High,High,,,,0.895,0.896,UBERON:0002367
1317911,2724,Skin - Not Sun Exposed (Suprapubic),F,111,0.602,0.569,Medium,Medium,111,86.59,0.355,0.895,0.905,UBERON:0002097
1317913,2724,Skin - Sun Exposed (Lower leg),F,135.6,0.612,0.588,Medium,Medium,135.6,156,-0.201,0.895,0.905,UBERON:002097
1317915,2724,Small Intestine - Terminal Ileum,F,193.4,0.643,0.627,Medium,Medium,193.4,213.3,-0.141,0.895,0.905,UBERON:0002116
1317917,2724,Spleen,F,36.3,0.51,0.471,Medium,Medium,36.3,30.99,0.222,0.895,0.905,UBERON:0002106
1317919,2724,Stomach,F,242.7,0.694,0.686,Medium,Medium,242.7,238.05,0.028,0.895,0.905,UBERON:0000945
1317921,2724,Testis,M,32.795,0.49,0.553,Medium,Medium,,,,0.895,0.896,UBERON:0000473
1317922,2724,Thyroid,F,80.43,0.561,0.549,Medium,Medium,80.43,82.45,-0.035,0.895,0.905,UBERON:0002046
1317924,2724,Uterus,F,3794,0.857,0.863,High,High,,,,0.895,0.905,UBERON:0000995
1317925,2724,Vagina,F,786.3,0.765,0.765,High,High,,,,0.895,0.905,UBERON:0000996
1317926,2724,Whole Blood,F,8.109,0.357,0.314,Medium,Medium,8.109,7.239,0.145,0.895,0.905,UBERON:0000178
1290366,3179,Adipose - Subcutaneous,F,33.75,0.459,0.431,Medium,Medium,33.75,35.63,-0.076,0.705,0.703,UBERON:0002190
1290368,3179,Adipose - Visceral (Omentum),F,26.725,0.357,0.353,Medium,Medium,26.725,26.735,-0.001,0.705,0.703,UBERON:0014454
1290370,3179,Adrenal Gland,F,33.63,0.449,0.412,Medium,Medium,33.63,31.935,0.072,0.705,0.703,UBERON:0002369
1290372,3179,Artery - Aorta,F,72.79,0.969,0.961,High,High,72.79,68.03,0.096,0.705,0.703,UBERON:0000947
1290374,3179,Artery - Coronary,F,51.47,0.816,0.824,High,High,51.47,51.81,-0.009,0.705,0.703,UBERON:0001621
1290376,3179,Artery - Tibial,F,72.98,0.98,0.98,High,High,72.98,71.505,0.029,0.705,0.703,UBERON:0007610
1290380,3179,Brain - Amygdala,F,18.31,0.214,0.196,Low,Low,18.31,14.72,0.297,0.705,0.703,UBERON:0001876
1290382,3179,Brain - Anterior cingulate cortex (BA24),F,15.29,0.143,0.137,Low,Low,15.29,16.22,-0.08,0.705,0.703,UBERON:0009835
1290384,3179,Brain - Caudate (basal ganglia),F,21.7,0.316,0.294,Medium,Medium,21.7,18.515,0.218,0.705,0.703,UBERON:0002420
1290386,3179,Brain - Cerebellar Hemisphere,F,19.31,0.255,0.235,Medium,Low,19.31,20.08,-0.054,0.705,0.703,UBERON:0002245
1290388,3179,Brain - Cerebellum,F,25.555,0.347,0.333,Medium,Medium,25.555,24.66,0.049,0.705,0.703,UBERON:0002037
1290390,3179,Brain - Cortex,F,24.21,0.327,0.314,Medium,Medium,24.21,20.61,0.222,0.705,0.703,UBERON:0000956
1290392,3179,Brain - Frontal Cortex (BA9),F,19.255,0.245,0.216,Low,Low,19.255,17.935,0.097,0.705,0.703,UBERON:0001870
1290394,3179,Brain - Hippocampus,F,13.92,0.092,0.098,Low,Low,13.92,13.63,0.028,0.705,0.703,UBERON:0022430
1290396,3179,Brain - Hypothalamus,F,13.62,0.071,0.078,Low,Low,13.62,14.38,-0.073,0.705,0.703,UBERON:0001898
1290398,3179,Brain - Nucleus accumbens (basal ganglia),F,19.44,0.265,0.255,Medium,Medium,19.44,18.99,0.032,0.705,0.703,UBERON:0001882
1290400,3179,Brain - Putamen (basal ganglia),F,16.03,0.163,0.176,Low,Low,16.03,16.24,-0.018,0.705,0.703,UBERON:0001874
1290402,3179,Brain - Spinal cord (cervical c-1),F,14.56,0.112,0.118,Low,Low,14.56,16.42,-0.163,0.705,0.703,UBERON:0006469
1290404,3179,Brain - Substantia nigra,F,13.53,0.061,0.059,Low,Low,13.53,13.365,0.016,0.705,0.703,UBERON:0002038
1290406,3179,Breast - Mammary Tissue,F,41.4,0.653,0.608,Medium,Medium,41.4,30.565,0.426,0.705,0.703,UBERON:0001911
1290414,3179,Colon - Sigmoid,F,61.445,0.878,0.882,High,High,61.445,63.56,-0.048,0.705,0.703,UBERON:0001159
1290416,3179,Colon - Transverse,F,39.48,0.602,0.549,Medium,Medium,39.48,35.55,0.147,0.705,0.703,UBERON:0001157
1290418,3179,Esophagus - Gastroesophageal Junction,F,68.41,0.939,0.922,High,High,68.41,64.005,0.095,0.705,0.703,UBERON:0007650
1290420,3179,Esophagus - Mucosa,F,35.6,0.52,0.49,Medium,Medium,35.6,35.3,0.012,0.705,0.703,UBERON:0002469
1290422,3179,Esophagus - Muscularis,F,70.25,0.949,0.941,High,High,70.25,66.055,0.088,0.705,0.703,UBERON:0004648
1290424,3179,Fallopian Tube,F,43.45,0.714,0.686,Medium,Medium,,,,0.705,0.703,UBERON:0003889
1290425,3179,Heart - Atrial Appendage,F,40.02,0.633,0.588,Medium,Medium,40.02,43.17,-0.107,0.705,0.703,UBERON:0006618
1290427,3179,Heart - Left Ventricle,F,49.11,0.796,0.804,High,High,49.11,35.99,0.438,0.705,0.703,UBERON:0002084
1290429,3179,Kidney - Cortex,F,43.56,0.724,0.706,Medium,Medium,43.56,34.235,0.339,0.705,0.703,UBERON:0001225
1290431,3179,Liver,F,19.95,0.276,0.275,Medium,Medium,19.95,20.79,-0.057,0.705,0.703,UBERON:0002107
1290433,3179,Lung,F,45.03,0.745,0.745,Medium,Medium,45.03,45.37,-0.011,0.705,0.703,UBERON:0002048
1290435,3179,Minor Salivary Gland,F,41.625,0.663,0.627,Medium,Medium,41.625,38.81,0.099,0.705,0.703,UBERON:0001830
1290437,3179,Muscle - Skeletal,F,63.31,0.888,0.902,High,High,63.31,56.905,0.151,0.705,0.703,UBERON:0001134
1290439,3179,Nerve - Tibial,F,121.05,1,1,High,High,121.05,117.6,0.041,0.705,0.703,UBERON:0001323
1290441,3179,Ovary,F,42.5,0.684,0.667,Medium,Medium,,,,0.705,0.703,UBERON:0000992
1290442,3179,Pancreas,F,32.345,0.439,0.392,Medium,Medium,32.345,30.365,0.088,0.705,0.703,UBERON:0001264
1290444,3179,Pituitary,F,35.45,0.5,0.471,Medium,Medium,35.45,31.73,0.155,0.705,0.703,UBERON:0000007
1290446,3179,Prostate,M,39.55,0.612,0.681,Medium,Medium,,,,0.705,0.714,UBERON:0002367
1290447,3179,Skin - Not Sun Exposed (Suprapubic),F,39.82,0.622,0.569,Medium,Medium,39.82,40.92,-0.038,0.705,0.703,UBERON:0002097
1290449,3179,Skin - Sun Exposed (Lower leg),F,42.46,0.673,0.647,Medium,Medium,42.46,43.34,-0.029,0.705,0.703,UBERON:002097
1290451,3179,Small Intestine - Terminal Ileum,F,29.15,0.378,0.373,Medium,Medium,29.15,29.5,-0.017,0.705,0.703,UBERON:0002116
1290453,3179,Spleen,F,15.9,0.153,0.157,Low,Low,15.9,15.08,0.072,0.705,0.703,UBERON:0002106
1290455,3179,Stomach,F,36.45,0.561,0.51,Medium,Medium,36.45,36.085,0.014,0.705,0.703,UBERON:0000945
1290457,3179,Testis,M,49.755,0.806,0.809,High,High,,,,0.705,0.714,UBERON:0000473
1290458,3179,Thyroid,F,35.09,0.48,0.451,Medium,Medium,35.09,38.03,-0.113,0.705,0.703,UBERON:0002046
1290460,3179,Uterus,F,56.06,0.857,0.863,High,High,,,,0.705,0.703,UBERON:0000995
1290461,3179,Vagina,F,38.005,0.571,0.529,Medium,Medium,,,,0.705,0.703,UBERON:0000996
1290462,3179,Whole Blood,F,1.446,0.01,0.02,Low,Low,1.446,1.464,-0.011,0.705,0.703,UBERON:0000178
1367504,3705,Adipose - Subcutaneous,F,60.98,0.51,0.451,Medium,Medium,60.98,72.49,-0.246,0.699,0.684,UBERON:0002190
1367506,3705,Adipose - Visceral (Omentum),F,59.285,0.49,0.431,Medium,Medium,59.285,56.48,0.069,0.699,0.684,UBERON:0014454
1367508,3705,Adrenal Gland,F,41.75,0.337,0.314,Medium,Medium,41.75,41.815,-0.002,0.699,0.684,UBERON:0002369
1367510,3705,Artery - Aorta,F,143,0.918,0.922,High,High,143,145.3,-0.023,0.699,0.684,UBERON:0000947
1367512,3705,Artery - Coronary,F,124.2,0.857,0.843,High,High,124.2,124.9,-0.008,0.699,0.684,UBERON:0001621
